coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,format,type,subtype,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,tag,providerManagedID,MetadataDate,associatedSpecimenReference,metadataLanguage
3443881,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/6e42c055-7585-4294-96ca/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/6e42c055-7585-4294-96ca/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC559/content_1688683180_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/6e42c055-7585-4294-96ca/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:d1305ba6-ec32-477f-a11a-0f5a316e3876,"2019-06-10 16:30:36",https://cch2.org/portal/collections/individual/index.php?occid=3443881,en
3200619,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/274daebc-d3df-4fc5-a181/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/274daebc-d3df-4fc5-a181/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC694/content_1692389699_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/274daebc-d3df-4fc5-a181/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:880e23cf-7e63-4b2c-a685-412c2cb9785f,"2019-06-10 16:30:40",https://cch2.org/portal/collections/individual/index.php?occid=3200619,en
3517822,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/3092fd0c-6fb0-4b23-bd69/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/3092fd0c-6fb0-4b23-bd69/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC694/content_1693547696_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/3092fd0c-6fb0-4b23-bd69/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:db736cdd-5fb9-4804-95f0-4c6f496200c5,"2019-06-10 16:30:40",https://cch2.org/portal/collections/individual/index.php?occid=3517822,en
3460212,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/1bf394a1-1d51-45e8-be08/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/1bf394a1-1d51-45e8-be08/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC700/content_1689365129_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/1bf394a1-1d51-45e8-be08/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:d37f7de8-dfb4-471c-8171-61f691e7200d,"2019-06-10 16:30:40",https://cch2.org/portal/collections/individual/index.php?occid=3460212,en
3445035,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/d0d881f4-9466-4fea-acc1/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/d0d881f4-9466-4fea-acc1/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC727/content_1693686172_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/d0d881f4-9466-4fea-acc1/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:39da9c5d-5da2-45c2-a7d0-c0298996d258,"2019-06-10 16:30:42",https://cch2.org/portal/collections/individual/index.php?occid=3445035,en
3530326,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/a6befc12-c9f1-4098-83e2/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/a6befc12-c9f1-4098-83e2/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC736/content_1692990855_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/a6befc12-c9f1-4098-83e2/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:e9d028f7-f24d-4d2f-8ebe-574a31f48d1a,"2019-06-10 16:30:42",https://cch2.org/portal/collections/individual/index.php?occid=3530326,en
3546030,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/3263fcfe-0784-4caa-948d/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/3263fcfe-0784-4caa-948d/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC78/content_1668457911_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/3263fcfe-0784-4caa-948d/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:dff0aa64-c912-4d8f-812b-b384816406c5,"2019-06-10 16:30:45",https://cch2.org/portal/collections/individual/index.php?occid=3546030,en
3216077,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/9586f8e6-6612-4794-b923/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/9586f8e6-6612-4794-b923/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC82/content_1692383373_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/9586f8e6-6612-4794-b923/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:93e7230f-d213-4bfe-9944-d34832d18b29,"2019-06-10 16:30:46",https://cch2.org/portal/collections/individual/index.php?occid=3216077,en
3672416,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/cf69f410-865b-499d-a04d/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/cf69f410-865b-499d-a04d/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/JEPS121/content_1692386831_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/cf69f410-865b-499d-a04d/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:5ce9f06d-cef6-4282-94e0-e206122d4b47,"2019-09-03 08:31:52",https://cch2.org/portal/collections/individual/index.php?occid=3672416,en
3680549,https://api.idigbio.org/v2/media/0c62c3a4f98a102ca2e4a4d54cee3c42,https://api.idigbio.org/v2/media/0c62c3a4f98a102ca2e4a4d54cee3c42,https://api.idigbio.org/v2/media/0c62c3a4f98a102ca2e4a4d54cee3c42?size=thumbnail,https://api.idigbio.org/v2/media/0c62c3a4f98a102ca2e4a4d54cee3c42?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"CSLA - Cal State LA Herbarium (CSLA-)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:0e8a394e-3fb0-4c7b-b959-6acacbefbfdb,"2019-09-10 12:54:59",https://cch2.org/portal/collections/individual/index.php?occid=3680549,en
4207179,https://oregonflora.org/dbimages/OFPimages/OFPImages_big/2017/OSC241649.jpg,https://oregonflora.org/dbimages/OFPimages/OFPImages_big/2017/OSC241649.jpg,https://oregonflora.org:443/imglib/misc/201801/OSC241649_1516996930_tn.jpg,https://oregonflora.org/dbimages/OFPimages/OFPImages_big/2017/OSC241649.jpg,jpg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"Oregon State University",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://vertnet.org/resources/norms.html,,,,urn:uuid:09af153a-fe52-4954-a9b6-fce85dab99c4,"2020-12-16 15:59:23",https://cch2.org/portal/collections/individual/index.php?occid=4207179,en
4685921,https://sernecportal.org/imglib/storage/reno/plantae/00009/9685_lg.jpg,https://sernecportal.org/imglib/storage/reno/plantae/00009/9685_lg.jpg,https://sernecportal.org/imglib/storage/reno/plantae/00009/9685_tn.jpg,https://sernecportal.org/imglib/storage/reno/plantae/00009/9685.jpg,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"RENO - University of Nevada, Reno Herbarium (RENO-V)",,"CC BY-NC (Attribution-Non-Commercial)",,,,,urn:uuid:39587599-ff44-459f-9ada-970fb3a5bf00,"2021-09-21 08:27:55",https://cch2.org/portal/collections/individual/index.php?occid=4685921,en
3249797,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/15db60d1-52ec-448b-b8fc/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/15db60d1-52ec-448b-b8fc/derivatives/OriginalJpeg/content,,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/15db60d1-52ec-448b-b8fc/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:2c8a7d9f-ad07-4709-b50e-ae888a672843,"2021-10-11 17:34:37",https://cch2.org/portal/collections/individual/index.php?occid=3249797,en
3252618,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/5bbe767e-4c28-4766-856a/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/5bbe767e-4c28-4766-856a/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC727/content_1692201355_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/5bbe767e-4c28-4766-856a/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:35420a44-2e83-4fe1-ac1a-71d767245628,"2021-10-11 17:34:37",https://cch2.org/portal/collections/individual/index.php?occid=3252618,en
3472637,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/6ee4b147-b3b4-4eaa-852a/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/6ee4b147-b3b4-4eaa-852a/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC727/content_1688591450_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/6ee4b147-b3b4-4eaa-852a/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:4af4d381-e327-44e0-966e-2c66eda59918,"2021-10-11 17:34:40",https://cch2.org/portal/collections/individual/index.php?occid=3472637,en
3530243,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/23e6a89d-8791-4adb-9b9e/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/23e6a89d-8791-4adb-9b9e/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC727/content_1687593928_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/23e6a89d-8791-4adb-9b9e/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:2a0daa4b-ee3b-4e6b-ac03-de7ea09327e3,"2021-10-11 17:34:41",https://cch2.org/portal/collections/individual/index.php?occid=3530243,en
4867498,https://collections.nmnh.si.edu/media/?irn=10399823&width=4000,https://collections.nmnh.si.edu/media/?irn=10399823&width=4000,https://collections.nmnh.si.edu/media/?i=10399823&width=300,https://collections.nmnh.si.edu/media/?i=10399823&width=1200,,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"US - Smithsonian Institution, National Museum of Natural History (US)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:0ee5074c-f6c1-4e23-8f0d-1c98d05b4798,"2021-10-19 11:52:33",https://cch2.org/portal/collections/individual/index.php?occid=4867498,en
3267604,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/a3cd400c-ede4-4a61-a2b9/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/a3cd400c-ede4-4a61-a2b9/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/JEPS53/content_1688585295_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/a3cd400c-ede4-4a61-a2b9/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:1d6bb8b5-797e-4b93-bccc-3eeaecd2bf33,"2021-11-23 15:25:39",https://cch2.org/portal/collections/individual/index.php?occid=3267604,en
3403867,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/072e8336-658a-4bf8-9d22/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/072e8336-658a-4bf8-9d22/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC117/content_1687587610_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/072e8336-658a-4bf8-9d22/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:a235860e-c949-4d42-9c10-23337d3accc2,"2022-02-08 15:17:31",https://cch2.org/portal/collections/individual/index.php?occid=3403867,en
5287708,https://s3.msi.umn.edu/mbaenrms3fs/images/MIN_Plants/01001/1001103_lg.jpg,https://s3.msi.umn.edu/mbaenrms3fs/images/MIN_Plants/01001/1001103_lg.jpg,https://s3.msi.umn.edu/mbaenrms3fs/images/MIN_Plants/01001/1001103_tn.jpg,https://s3.msi.umn.edu/mbaenrms3fs/images/MIN_Plants/01001/1001103.jpg,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"MIN - Bell Museum Herbarium, University of Minnesota (MIN)",,"CC0 1.0 (Public-domain)",,,,,urn:uuid:947431de-9779-4c80-8c34-1bbc9838af12,"2022-02-24 11:02:35",https://cch2.org/portal/collections/individual/index.php?occid=5287708,en
3546030,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/17c6a0d0-2534-40db-bd97/derivatives/OriginalJpeg/content|https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/3263fcfe-0784-4caa-948d/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/17c6a0d0-2534-40db-bd97/derivatives/OriginalJpeg/content|https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/3263fcfe-0784-4caa-948d/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC78/content_1655173341_tn.jpg,,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:6ba3ea31-0699-487f-89ea-35a5b578257b,"2022-06-06 18:41:42",https://cch2.org/portal/collections/individual/index.php?occid=3546030,en
3546030,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/17c6a0d0-2534-40db-bd97/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/17c6a0d0-2534-40db-bd97/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC78/content_1693690432_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/17c6a0d0-2534-40db-bd97/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:066a6810-4ff5-473b-850f-e5969a70414c,"2022-06-07 13:24:49",https://cch2.org/portal/collections/individual/index.php?occid=3546030,en
428224,https://sdplantatlas.org/HiResDisplay/TypesDisplaySeaDragon.aspx?H=SD00000116,https://sdplantatlas.org/HiResDisplay/TypesDisplaySeaDragon.aspx?H=SD00000116,https://SDPlantAtlas.org/TypesImages/thumbnails/SD00000116.jpg,,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"SD - SD Herbarium, San Diego Natural History Museum (SD)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:84ba24cd-f6eb-41e6-9ffa-92f4639b090c,"2023-04-05 13:26:59",https://cch2.org/portal/collections/individual/index.php?occid=428224,en
5716699,https://sernecportal.org/imglib/seinet/swnode/RENO_V/00115/115295_lg.jpg,https://sernecportal.org/imglib/seinet/swnode/RENO_V/00115/115295_lg.jpg,https://sernecportal.org/imglib/seinet/swnode/RENO_V/00115/115295_tn.jpg,https://sernecportal.org/imglib/seinet/swnode/RENO_V/00115/115295.JPG,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"RENO - University of Nevada, Reno Herbarium (RENO-V)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:fb355194-8d6c-47e8-aa07-11e10d9f10a8,"2023-06-01 08:47:50",https://cch2.org/portal/collections/individual/index.php?occid=5716699,en
3261715,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/6646095c-7ccc-4e09-8e24/derivatives/OriginalJpeg/content,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/6646095c-7ccc-4e09-8e24/derivatives/OriginalJpeg/content,https://cch2.org/imglib/cch2/UCJEPS_VASC/UC699/content_1693711881_tn.jpg,https://webapps.cspace.berkeley.edu/ucjeps/imageserver/blobs/6646095c-7ccc-4e09-8e24/derivatives/Medium/content,image/jpeg,StillImage,Photograph,http://creativecommons.org/licenses/by-nc/4.0/,"UCJEPS - University and Jepson Herbaria, University of California, Berkeley (UCJEPS-VASC)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:02d5a82a-6fe9-42a2-b0d2-4e23d9d400cd,"2023-06-20 13:52:50",https://cch2.org/portal/collections/individual/index.php?occid=3261715,en
